frame_idx,second,lampu,status_final,operator_status,env_mean,panel_mean,panel_max,around_mean,delta,std_panel,panel_valid,panel_occluded,mesin_aktif_panel,roll_occluded,operator_near_roll,movement,movement_ema,status_raw,on_cnt,off_cnt,on_sec_count
11730,391,GELAP,OFF,TIDAK ADA,61.18,63.02,183,70.23,-7.22,27.99,0,0,0,0,0,0,0,OFF,0,0,0
11760,392,GELAP,OFF,TIDAK ADA,61.2,63.34,180,70.21,-6.87,27.83,0,0,0,0,0,0,0,OFF,0,0,0
11790,393,GELAP,OFF,TIDAK ADA,61.2,63.43,185,70.08,-6.65,27.77,0,0,0,0,0,0,0,OFF,0,0,0
11820,394,GELAP,OFF,TIDAK ADA,61.21,62.97,185,70.27,-7.3,28.17,0,0,0,0,0,0,0,OFF,0,0,0
11850,395,GELAP,OFF,TIDAK ADA,61.21,62.99,180,70.14,-7.15,27.97,0,0,0,0,0,0,0,OFF,0,0,0
11880,396,GELAP,OFF,TIDAK ADA,61.21,62.96,182,70.28,-7.32,28.09,0,0,0,0,0,0,0,OFF,0,0,0
11910,397,GELAP,OFF,TIDAK ADA,61.21,62.91,182,70.07,-7.17,28.07,0,0,0,0,0,0,0,OFF,0,0,0
11940,398,GELAP,OFF,TIDAK ADA,61.19,62.33,158,70.32,-8,27.32,0,0,0,0,0,0,0,OFF,0,0,0
11970,399,GELAP,OFF,TIDAK ADA,61.19,62.67,163,70.42,-7.74,27.32,0,0,0,0,0,0,0,OFF,0,0,0
12000,400,GELAP,OFF,TIDAK ADA,61.2,62.96,154,70.5,-7.54,27.21,0,0,0,0,0,0,0,OFF,0,0,0
12030,401,GELAP,OFF,TIDAK ADA,61.19,62.9,157,70.37,-7.47,27.15,0,0,0,0,0,0,0,OFF,0,0,0
12060,402,GELAP,OFF,TIDAK ADA,61.19,62.92,156,70.52,-7.6,27.24,0,0,0,0,0,0,0,OFF,0,0,0
12090,403,GELAP,OFF,TIDAK ADA,61.19,62.64,158,70.6,-7.96,27.06,0,0,0,0,0,0,0,OFF,0,0,0
12120,404,GELAP,OFF,TIDAK ADA,61.19,62.86,171,70.63,-7.77,27.37,0,0,0,0,0,0,0,OFF,0,0,0
12150,405,GELAP,OFF,TIDAK ADA,61.19,62.63,158,70.55,-7.93,26.93,0,0,0,0,0,0,0,OFF,0,0,0
12180,406,GELAP,OFF,TIDAK ADA,61.21,62.83,152,70.59,-7.76,27.01,0,0,0,0,0,0,0,OFF,0,0,0
12210,407,GELAP,OFF,TIDAK ADA,61.19,62.57,158,70.61,-8.05,27.3,0,0,0,0,0,0,0,OFF,0,0,0
12240,408,GELAP,OFF,TIDAK ADA,61.31,62.67,168,70.01,-7.34,26.93,0,0,0,0,0,0,0,OFF,0,0,0
12270,409,GELAP,OFF,TIDAK ADA,61.31,62.35,168,70.18,-7.84,27.12,0,0,0,0,0,0,0,OFF,0,0,0
12300,410,GELAP,OFF,TIDAK ADA,61.3,62.67,168,70.13,-7.46,27.19,0,0,0,0,0,0,0,OFF,0,0,0
12330,411,GELAP,OFF,TIDAK ADA,61.31,62.56,168,69.83,-7.28,27.37,0,0,0,0,0,0,0,OFF,0,0,0
12360,412,GELAP,OFF,TIDAK ADA,61.31,62.67,168,69.9,-7.23,26.92,0,0,0,0,0,0,0,OFF,0,0,0
12390,413,GELAP,OFF,TIDAK ADA,61.31,62.77,168,70.03,-7.26,27,0,0,0,0,0,0,0,OFF,0,0,0
12420,414,GELAP,OFF,TIDAK ADA,61.31,62.58,168,69.87,-7.29,26.74,0,0,0,0,0,0,0,OFF,0,0,0
12450,415,GELAP,OFF,TIDAK ADA,61.2,62.47,168,70.01,-7.55,27.12,0,0,0,0,0,0,0,OFF,0,0,0
12480,416,GELAP,OFF,TIDAK ADA,61.31,62.21,168,69.94,-7.73,27.15,0,0,0,0,0,0,0,OFF,0,0,0
12510,417,GELAP,OFF,TIDAK ADA,61.31,62.37,168,70.19,-7.83,27.42,0,0,0,0,0,0,0,OFF,0,0,0
12540,418,GELAP,OFF,TIDAK ADA,61.15,62.57,172,70.59,-8.02,27.27,0,0,0,0,0,0,0,OFF,0,0,0
12570,419,GELAP,OFF,TIDAK ADA,61.14,62.65,172,70.87,-8.22,27.62,0,0,0,0,0,0,0,OFF,0,0,0
12600,420,GELAP,OFF,TIDAK ADA,61.14,62.73,173,70.71,-7.99,27.8,0,0,0,0,0,0,0,OFF,0,0,0
12630,421,GELAP,OFF,TIDAK ADA,61.16,62.6,172,70.75,-8.15,27.19,0,0,0,0,0,0,0,OFF,0,0,0
12660,422,GELAP,OFF,TIDAK ADA,61.14,62.91,171,70.72,-7.81,26.8,0,0,0,0,0,0,0,OFF,0,0,0
12690,423,GELAP,OFF,TIDAK ADA,61.14,62.78,172,70.75,-7.97,27.25,0,0,0,0,0,0,0,OFF,0,0,0
12720,424,GELAP,OFF,TIDAK ADA,61.14,62.6,172,70.71,-8.11,26.99,0,0,0,0,0,0,0,OFF,0,0,0
12750,425,GELAP,OFF,TIDAK ADA,61.14,62.61,174,70.78,-8.17,26.96,0,0,0,0,0,0,0,OFF,0,0,0
12780,426,GELAP,OFF,TIDAK ADA,61.14,62.53,174,70.74,-8.2,27.24,0,0,0,0,0,0,0,OFF,0,0,0
12810,427,GELAP,OFF,TIDAK ADA,61.14,62.5,174,70.77,-8.27,27.18,0,0,0,0,0,0,0,OFF,0,0,0
12840,428,GELAP,OFF,TIDAK ADA,61.18,62.13,176,70.24,-8.11,26.67,0,0,0,0,0,0,0,OFF,0,0,0
12870,429,GELAP,OFF,TIDAK ADA,61.15,62.16,176,70.27,-8.12,26.65,0,0,0,0,0,0,0,OFF,0,0,0
12900,430,GELAP,OFF,TIDAK ADA,61.12,61.84,167,70.39,-8.55,26.5,0,0,0,0,0,0,0,OFF,0,0,0
12930,431,GELAP,OFF,TIDAK ADA,61.18,61.91,175,70.41,-8.5,26.72,0,0,0,0,0,0,0,OFF,0,0,0
12960,432,GELAP,OFF,TIDAK ADA,61.2,61.98,175,70.21,-8.23,26.77,0,0,0,0,0,0,0,OFF,0,0,0
12990,433,GELAP,OFF,TIDAK ADA,61.18,62.26,175,70.58,-8.32,26.23,0,0,0,0,0,0,0,OFF,0,0,0
13020,434,GELAP,OFF,TIDAK ADA,61.18,62.4,170,70.44,-8.04,26.43,0,0,0,0,0,0,0,OFF,0,0,0
13050,435,GELAP,OFF,TIDAK ADA,61.18,62.07,170,70.38,-8.31,26.59,0,0,0,0,0,0,0,OFF,0,0,0
13080,436,GELAP,OFF,TIDAK ADA,61.18,62.2,170,70.28,-8.08,26.59,0,0,0,0,0,0,0,OFF,0,0,0
13110,437,GELAP,OFF,TIDAK ADA,61.18,62.25,170,70.32,-8.08,26.56,0,0,0,0,0,0,0,OFF,0,0,0
13140,438,GELAP,OFF,TIDAK ADA,61.15,62.83,193,70.4,-7.57,28.09,0,0,0,0,0,0,0,OFF,0,0,0
13170,439,GELAP,OFF,TIDAK ADA,61.19,63.01,195,70.47,-7.46,27.89,0,0,0,0,0,0,0,OFF,0,0,0
13200,440,GELAP,OFF,TIDAK ADA,61.15,63.02,195,70.4,-7.38,28.23,0,0,0,0,0,0,0,OFF,0,0,0
13230,441,GELAP,OFF,TIDAK ADA,61.22,62.95,195,70.43,-7.48,28.09,0,0,0,0,0,0,0,OFF,0,0,0
13260,442,GELAP,OFF,TIDAK ADA,61.15,63.12,194,70.6,-7.48,27.81,0,0,0,0,0,0,0,OFF,0,0,0
13290,443,GELAP,OFF,TIDAK ADA,61.18,63.23,189,70.78,-7.55,27.8,0,0,0,0,0,0,0,OFF,0,0,0
13320,444,GELAP,OFF,TIDAK ADA,61.27,63.18,188,70.67,-7.49,27.73,0,0,0,0,0,0,0,OFF,0,0,0
13350,445,GELAP,OFF,TIDAK ADA,61.36,63.02,193,70.62,-7.6,28.06,0,0,0,0,0,0,0,OFF,0,0,0
13380,446,GELAP,OFF,TIDAK ADA,61.39,63.05,193,70.45,-7.4,27.96,0,0,0,0,0,0,0,OFF,0,0,0
13410,447,GELAP,OFF,TIDAK ADA,61.16,63.26,193,70.49,-7.23,28.18,0,0,0,0,0,0,0,OFF,0,0,0
13440,448,GELAP,OFF,TIDAK ADA,61.2,62.29,178,70.49,-8.2,27.91,0,0,0,0,0,0,0,OFF,0,0,0
13470,449,GELAP,OFF,TIDAK ADA,61.2,62.24,178,70.51,-8.28,28.04,0,0,0,0,0,0,0,OFF,0,0,0
13500,450,GELAP,OFF,TIDAK ADA,61.2,62.59,176,70.56,-7.97,27.84,0,0,0,0,0,0,0,OFF,0,0,0
13530,451,GELAP,OFF,TIDAK ADA,61.2,62.65,176,70.75,-8.11,27.81,0,0,0,0,0,0,0,OFF,0,0,0
13560,452,GELAP,OFF,TIDAK ADA,61.2,62.5,176,70.58,-8.08,27.78,0,0,0,0,0,0,0,OFF,0,0,0
13590,453,GELAP,OFF,TIDAK ADA,61.2,62.25,178,70.55,-8.3,27.82,0,0,0,0,0,0,0,OFF,0,0,0
13620,454,GELAP,OFF,TIDAK ADA,61.2,62.34,178,70.51,-8.17,27.69,0,0,0,0,0,0,0,OFF,0,0,0
13650,455,GELAP,OFF,TIDAK ADA,61.2,62.63,176,70.62,-8,27.86,0,0,0,0,0,0,0,OFF,0,0,0
13680,456,GELAP,OFF,TIDAK ADA,61.2,62.65,178,70.66,-8.01,27.88,0,0,0,0,0,0,0,OFF,0,0,0
13710,457,GELAP,OFF,TIDAK ADA,61.2,62.65,176,70.6,-7.96,27.86,0,0,0,0,0,0,0,OFF,0,0,0
13740,458,GELAP,OFF,TIDAK ADA,61.27,63,179,70.55,-7.55,26.83,0,0,0,0,0,0,0,OFF,0,0,0
13770,459,GELAP,OFF,TIDAK ADA,61.23,63.03,179,70.74,-7.71,26.89,0,0,0,0,0,0,0,OFF,0,0,0
13800,460,GELAP,OFF,TIDAK ADA,61.26,63.01,179,70.58,-7.57,26.8,0,0,0,0,0,0,0,OFF,0,0,0
13830,461,GELAP,OFF,TIDAK ADA,61.26,63.55,178,70.8,-7.24,26.58,0,0,0,0,0,0,0,OFF,0,0,0
13860,462,GELAP,OFF,TIDAK ADA,61.26,63.27,179,70.8,-7.54,26.72,0,0,0,0,0,0,0,OFF,0,0,0
13890,463,GELAP,OFF,TIDAK ADA,61.29,63.31,179,70.73,-7.42,27.16,0,0,0,0,0,0,0,OFF,0,0,0
13920,464,GELAP,OFF,TIDAK ADA,61.28,63.42,179,70.73,-7.31,26.73,0,0,0,0,0,0,0,OFF,0,0,0
13950,465,GELAP,OFF,TIDAK ADA,61.26,63.44,179,70.72,-7.28,26.71,0,0,0,0,0,0,0,OFF,0,0,0
13980,466,GELAP,OFF,TIDAK ADA,61.27,63.16,179,70.63,-7.47,27.14,0,0,0,0,0,0,0,OFF,0,0,0
14010,467,GELAP,OFF,TIDAK ADA,61.27,63.13,179,70.61,-7.47,27.04,0,0,0,0,0,0,0,OFF,0,0,0
14040,468,GELAP,OFF,TIDAK ADA,61.21,62.19,178,70.59,-8.41,28.3,0,0,0,0,0,0,0,OFF,0,0,0
14070,469,GELAP,OFF,TIDAK ADA,61.24,62.3,178,70.61,-8.31,28.24,0,0,0,0,0,0,0,OFF,0,0,0
14100,470,GELAP,OFF,TIDAK ADA,61.24,62.2,175,70.82,-8.62,27.9,0,0,0,0,0,0,0,OFF,0,0,0
14130,471,GELAP,OFF,TIDAK ADA,61.22,62.26,178,70.76,-8.49,28,0,0,0,0,0,0,0,OFF,0,0,0
14160,472,GELAP,OFF,TIDAK ADA,61.22,62.34,178,70.67,-8.33,28.27,0,0,0,0,0,0,0,OFF,0,0,0
14190,473,GELAP,OFF,TIDAK ADA,61.22,62.31,178,70.67,-8.36,28.17,0,0,0,0,0,0,0,OFF,0,0,0
14220,474,GELAP,OFF,TIDAK ADA,61.22,62.26,176,70.82,-8.55,28.34,0,0,0,0,0,0,0,OFF,0,0,0
14250,475,GELAP,OFF,TIDAK ADA,61.22,62.38,176,70.76,-8.38,28.03,0,0,0,0,0,0,0,OFF,0,0,0
14280,476,GELAP,OFF,TIDAK ADA,61.22,62.26,178,70.6,-8.34,28.19,0,0,0,0,0,0,0,OFF,0,0,0
14310,477,GELAP,OFF,TIDAK ADA,61.22,62.44,176,70.76,-8.32,28.05,0,0,0,0,0,0,0,OFF,0,0,0
14340,478,GELAP,OFF,TIDAK ADA,61.19,62.65,166,70.68,-8.03,28.03,0,0,0,0,0,0,0,OFF,0,0,0
14370,479,GELAP,OFF,TIDAK ADA,61.19,62.72,166,70.81,-8.1,28.01,0,0,0,0,0,0,0,OFF,0,0,0
14400,480,GELAP,OFF,TIDAK ADA,61.19,62.8,166,70.82,-8.02,27.95,0,0,0,0,0,0,0,OFF,0,0,0
14430,481,GELAP,OFF,TIDAK ADA,61.19,63.06,168,70.97,-7.91,27.78,0,0,0,0,0,0,0,OFF,0,0,0
14460,482,GELAP,OFF,TIDAK ADA,61.19,63.01,170,70.79,-7.78,28.01,0,0,0,0,0,0,0,OFF,0,0,0
14490,483,GELAP,OFF,TIDAK ADA,61.19,63.08,167,70.94,-7.85,27.81,0,0,0,0,0,0,0,OFF,0,0,0
14520,484,GELAP,OFF,TIDAK ADA,61.19,62.56,170,70.81,-8.25,27.92,0,0,0,0,0,0,0,OFF,0,0,0
14550,485,GELAP,OFF,TIDAK ADA,61.19,62.93,168,71.04,-8.11,28.04,0,0,0,0,0,0,0,OFF,0,0,0
14580,486,GELAP,OFF,TIDAK ADA,61.19,62.71,168,70.85,-8.13,28.24,0,0,0,0,0,0,0,OFF,0,0,0
14610,487,GELAP,OFF,TIDAK ADA,61.22,62.81,171,71.09,-8.28,28.01,0,0,0,0,0,0,0,OFF,0,0,0
14640,488,GELAP,OFF,TIDAK ADA,61.16,63.47,172,70.49,-7.02,27.51,0,0,0,0,0,0,0,OFF,0,0,0
14670,489,GELAP,OFF,TIDAK ADA,61.16,63.7,168,70.65,-6.94,27.22,0,0,0,0,0,0,0,OFF,0,0,0
14700,490,GELAP,OFF,TIDAK ADA,61.2,63.53,174,70.51,-6.99,27.32,0,0,0,0,0,0,0,OFF,0,0,0
14730,491,GELAP,OFF,TIDAK ADA,61.16,63.56,168,70.53,-6.96,27.17,0,0,0,0,0,0,0,OFF,0,0,0
14760,492,GELAP,OFF,TIDAK ADA,61.16,63.55,174,70.56,-7,27.3,0,0,0,0,0,0,0,OFF,0,0,0
14790,493,GELAP,OFF,TIDAK ADA,61.16,63.69,168,70.45,-6.75,27.29,0,0,0,0,0,0,0,OFF,0,0,0
14820,494,GELAP,OFF,TIDAK ADA,61.16,63.7,170,70.41,-6.71,27.21,0,0,0,0,0,0,0,OFF,0,0,0
14850,495,GELAP,OFF,TIDAK ADA,61.16,63.47,174,70.56,-7.09,27.22,0,0,0,0,0,0,0,OFF,0,0,0
14880,496,GELAP,OFF,TIDAK ADA,61.16,63.47,174,70.51,-7.04,26.96,0,0,0,0,0,0,0,OFF,0,0,0
14910,497,GELAP,OFF,TIDAK ADA,61.21,63.58,174,70.47,-6.89,27.24,0,0,0,0,0,0,0,OFF,0,0,0
14940,498,GELAP,OFF,TIDAK ADA,61.19,62.44,195,70.45,-8,26.68,0,0,0,0,0,0,0,OFF,0,0,0
14970,499,GELAP,OFF,TIDAK ADA,61.19,62.49,166,70.47,-7.98,26.82,0,0,0,0,0,0,0,OFF,0,0,0
15000,500,GELAP,OFF,TIDAK ADA,61.33,62.66,195,70.51,-7.84,26.56,0,0,0,0,0,0,0,OFF,0,0,0
15030,501,GELAP,OFF,TIDAK ADA,61.19,62.59,195,70.48,-7.89,26.55,0,0,0,0,0,0,0,OFF,0,0,0
15060,502,GELAP,OFF,TIDAK ADA,61.19,62.57,195,70.39,-7.82,26.72,0,0,0,0,0,0,0,OFF,0,0,0
15090,503,GELAP,OFF,TIDAK ADA,61.19,62.99,195,70.65,-7.66,26.57,0,0,0,0,0,0,0,OFF,0,0,0
15120,504,GELAP,OFF,TIDAK ADA,61.18,62.5,195,70.53,-8.03,26.76,0,0,0,0,0,0,0,OFF,0,0,0
15150,505,GELAP,OFF,TIDAK ADA,61.19,62.66,194,70.62,-7.96,26.53,0,0,0,0,0,0,0,OFF,0,0,0
15180,506,GELAP,OFF,TIDAK ADA,61.19,62.82,194,70.67,-7.85,26.45,0,0,0,0,0,0,0,OFF,0,0,0
15210,507,GELAP,OFF,TIDAK ADA,61.19,62.65,194,70.49,-7.84,26.64,0,0,0,0,0,0,0,OFF,0,0,0
15240,508,GELAP,OFF,TIDAK ADA,61.1,62.35,167,70.59,-8.24,28.26,0,0,0,0,0,0,0,OFF,0,0,0
15270,509,GELAP,OFF,TIDAK ADA,61.1,62.58,167,70.67,-8.1,28.19,0,0,0,0,0,0,0,OFF,0,0,0
15300,510,GELAP,OFF,TIDAK ADA,61.1,62.46,171,70.74,-8.28,28.2,0,0,0,0,0,0,0,OFF,0,0,0
15330,511,GELAP,OFF,TIDAK ADA,61.1,62.5,165,70.67,-8.17,28.03,0,0,0,0,0,0,0,OFF,0,0,0
15360,512,GELAP,OFF,TIDAK ADA,61.1,62.38,171,70.61,-8.23,28.32,0,0,0,0,0,0,0,OFF,0,0,0
15390,513,GELAP,OFF,TIDAK ADA,61.1,62.31,167,70.57,-8.26,28.14,0,0,0,0,0,0,0,OFF,0,0,0
15420,514,GELAP,OFF,TIDAK ADA,61.1,62.19,167,70.65,-8.46,27.85,0,0,0,0,0,0,0,OFF,0,0,0
15450,515,GELAP,OFF,TIDAK ADA,61.1,62.28,167,70.61,-8.33,28.04,0,0,0,0,0,0,0,OFF,0,0,0
15480,516,GELAP,OFF,TIDAK ADA,61.06,62.24,168,70.82,-8.58,27.97,0,0,0,0,0,0,0,OFF,0,0,0
15510,517,GELAP,OFF,TIDAK ADA,61.06,62.53,167,70.73,-8.2,27.77,0,0,0,0,0,0,0,OFF,0,0,0
15540,518,GELAP,OFF,TIDAK ADA,61.16,62.42,175,70.52,-8.11,27.83,0,0,0,0,0,0,0,OFF,0,0,0
15570,519,GELAP,OFF,TIDAK ADA,61.16,62.64,175,70.42,-7.77,27.57,0,0,0,0,0,0,0,OFF,0,0,0
15600,520,GELAP,OFF,TIDAK ADA,61.16,62.93,172,70.51,-7.58,27.51,0,0,0,0,0,0,0,OFF,0,0,0
15630,521,GELAP,OFF,TIDAK ADA,61.16,62.43,187,70.4,-7.97,27.7,0,0,0,0,0,0,0,OFF,0,0,0
15660,522,GELAP,OFF,TIDAK ADA,61.16,63.05,187,70.42,-7.37,27.51,0,0,0,0,0,0,0,OFF,0,0,0
15690,523,GELAP,OFF,TIDAK ADA,61.18,62.63,188,70.53,-7.9,27.26,0,0,0,0,0,0,0,OFF,0,0,0
15720,524,GELAP,OFF,TIDAK ADA,61.16,62.49,183,70.46,-7.97,27.75,0,0,0,0,0,0,0,OFF,0,0,0
15750,525,GELAP,OFF,TIDAK ADA,61.16,62.83,176,70.4,-7.58,27.46,0,0,0,0,0,0,0,OFF,0,0,0
15780,526,GELAP,OFF,TIDAK ADA,61.16,62.73,175,70.33,-7.59,27.45,0,0,0,0,0,0,0,OFF,0,0,0
15810,527,GELAP,OFF,TIDAK ADA,61.16,62.84,175,70.58,-7.73,27.39,0,0,0,0,0,0,0,OFF,0,0,0
15840,528,GELAP,OFF,TIDAK ADA,61.25,61.8,164,70.19,-8.4,27.55,0,0,0,0,0,0,0,OFF,0,0,0
15870,529,GELAP,OFF,TIDAK ADA,61.25,61.92,164,70.41,-8.49,27.08,0,0,0,0,0,0,0,OFF,0,0,0
15900,530,GELAP,OFF,TIDAK ADA,61.25,61.93,164,70.48,-8.55,27.25,0,0,0,0,0,0,0,OFF,0,0,0
15930,531,GELAP,OFF,TIDAK ADA,61.25,61.82,159,70.19,-8.37,27.07,0,0,0,0,0,0,0,OFF,0,0,0
15960,532,GELAP,OFF,TIDAK ADA,61.25,61.93,163,70.36,-8.43,27.41,0,0,0,0,0,0,0,OFF,0,0,0
15990,533,GELAP,OFF,TIDAK ADA,61.27,61.92,163,70.28,-8.35,27.27,0,0,0,0,0,0,0,OFF,0,0,0
16020,534,GELAP,OFF,TIDAK ADA,61.25,61.74,159,70.09,-8.35,27.36,0,0,0,0,0,0,0,OFF,0,0,0
16050,535,GELAP,OFF,TIDAK ADA,61.25,61.83,159,70.24,-8.41,27.07,0,0,0,0,0,0,0,OFF,0,0,0
16080,536,GELAP,OFF,TIDAK ADA,61.25,61.9,178,70.57,-8.67,27.88,0,0,0,0,0,0,0,OFF,0,0,0
16110,537,GELAP,OFF,TIDAK ADA,61.25,61.96,161,70.33,-8.37,27.24,0,0,0,0,0,0,0,OFF,0,0,0
16140,538,GELAP,OFF,TIDAK ADA,61.17,62.96,160,70.36,-7.39,27.22,0,0,0,0,0,0,0,OFF,0,0,0
16170,539,GELAP,OFF,TIDAK ADA,61.17,63.04,159,70.36,-7.32,27.45,0,0,0,0,0,0,0,OFF,0,0,0
16200,540,GELAP,OFF,TIDAK ADA,61.17,63.13,159,70.63,-7.49,26.99,0,0,0,0,0,0,0,OFF,0,0,0
16230,541,GELAP,OFF,TIDAK ADA,61.17,63.19,160,70.52,-7.33,27.03,0,0,0,0,0,0,0,OFF,0,0,0
16260,542,GELAP,OFF,TIDAK ADA,61.17,63.13,160,70.61,-7.47,27.26,0,0,0,0,0,0,0,OFF,0,0,0
16290,543,GELAP,OFF,TIDAK ADA,61.17,63.08,160,70.45,-7.37,27.2,0,0,0,0,0,0,0,OFF,0,0,0
16320,544,GELAP,OFF,TIDAK ADA,61.17,63.12,160,70.64,-7.52,27.39,0,0,0,0,0,0,0,OFF,0,0,0
16350,545,GELAP,OFF,TIDAK ADA,61.17,63.3,160,70.56,-7.26,27.22,0,0,0,0,0,0,0,OFF,0,0,0
16380,546,GELAP,OFF,TIDAK ADA,61.17,63.21,160,70.51,-7.3,27.1,0,0,0,0,0,0,0,OFF,0,0,0
16410,547,GELAP,OFF,TIDAK ADA,61.17,62.97,158,70.54,-7.57,27.08,0,0,0,0,0,0,0,OFF,0,0,0
16440,548,GELAP,OFF,TIDAK ADA,61.15,62.34,172,70.67,-8.33,27.57,0,0,0,0,0,0,0,OFF,0,0,0
16470,549,GELAP,OFF,TIDAK ADA,61.15,62.73,174,70.78,-8.05,27.41,0,0,0,0,0,0,0,OFF,0,0,0
16500,550,GELAP,OFF,TIDAK ADA,61.15,62.62,174,70.74,-8.12,27.16,0,0,0,0,0,0,0,OFF,0,0,0
16530,551,GELAP,OFF,TIDAK ADA,61.15,62.59,175,70.79,-8.2,27.43,0,0,0,0,0,0,0,OFF,0,0,0
16560,552,GELAP,OFF,TIDAK ADA,61.15,62.52,172,70.76,-8.24,27.5,0,0,0,0,0,0,0,OFF,0,0,0
16590,553,GELAP,OFF,TIDAK ADA,61.15,62.74,173,70.73,-7.98,27.45,0,0,0,0,0,0,0,OFF,0,0,0
16620,554,GELAP,OFF,TIDAK ADA,61.15,62.56,172,70.83,-8.28,27.54,0,0,0,0,0,0,0,OFF,0,0,0
16650,555,GELAP,OFF,TIDAK ADA,61.18,62.46,175,70.78,-8.32,27.36,0,0,0,0,0,0,0,OFF,0,0,0
16680,556,GELAP,OFF,TIDAK ADA,61.15,62.47,173,70.67,-8.2,27.71,0,0,0,0,0,0,0,OFF,0,0,0
16710,557,GELAP,OFF,TIDAK ADA,61.37,62.24,173,70.5,-8.26,27.46,0,0,0,0,0,0,0,OFF,0,0,0
16740,558,GELAP,OFF,TIDAK ADA,61.12,62.35,170,70.41,-8.06,27.78,0,0,0,0,0,0,0,OFF,0,0,0
16770,559,GELAP,OFF,TIDAK ADA,61.19,62.5,175,70.64,-8.14,27.65,0,0,0,0,0,0,0,OFF,0,0,0
16800,560,GELAP,OFF,TIDAK ADA,61.12,62.42,174,70.51,-8.09,27.85,0,0,0,0,0,0,0,OFF,0,0,0
16830,561,GELAP,OFF,TIDAK ADA,61.12,62.6,179,70.64,-8.03,27.89,0,0,0,0,0,0,0,OFF,0,0,0
16860,562,GELAP,OFF,TIDAK ADA,61.12,62.56,168,70.58,-8.02,27.82,0,0,0,0,0,0,0,OFF,0,0,0
16890,563,GELAP,OFF,TIDAK ADA,61.21,62.57,171,70.51,-7.94,27.95,0,0,0,0,0,0,0,OFF,0,0,0
16920,564,GELAP,OFF,TIDAK ADA,61.15,62.74,171,70.62,-7.88,27.62,0,0,0,0,0,0,0,OFF,0,0,0
16950,565,GELAP,OFF,TIDAK ADA,61.15,62.36,170,70.47,-8.11,27.76,0,0,0,0,0,0,0,OFF,0,0,0
16980,566,GELAP,OFF,TIDAK ADA,61.12,62.74,170,70.58,-7.85,27.65,0,0,0,0,0,0,0,OFF,0,0,0
17010,567,GELAP,OFF,TIDAK ADA,61.12,62.82,171,70.71,-7.9,27.19,0,0,0,0,0,0,0,OFF,0,0,0
17040,568,GELAP,OFF,TIDAK ADA,61.25,61.63,157,70.48,-8.85,26.01,0,0,0,0,0,0,0,OFF,0,0,0
17070,569,GELAP,OFF,TIDAK ADA,61.25,61.89,163,70.54,-8.65,26.06,0,0,0,0,0,0,0,OFF,0,0,0
17100,570,GELAP,OFF,TIDAK ADA,61.25,61.86,161,70.61,-8.75,26.3,0,0,0,0,0,0,0,OFF,0,0,0
17130,571,GELAP,OFF,TIDAK ADA,61.25,62.02,159,70.66,-8.64,25.54,0,0,0,0,0,0,0,OFF,0,0,0
17160,572,GELAP,OFF,TIDAK ADA,61.25,62.03,166,70.76,-8.73,25.7,0,0,0,0,0,0,0,OFF,0,0,0
17190,573,GELAP,OFF,TIDAK ADA,61.25,61.59,160,70.5,-8.91,25.97,0,0,0,0,0,0,0,OFF,0,0,0
17220,574,GELAP,OFF,TIDAK ADA,61.25,61.77,163,70.57,-8.79,25.87,0,0,0,0,0,0,0,OFF,0,0,0
17250,575,GELAP,OFF,TIDAK ADA,61.25,61.62,159,70.67,-9.05,25.93,0,0,0,0,0,0,0,OFF,0,0,0
17280,576,GELAP,OFF,TIDAK ADA,61.25,61.63,156,70.48,-8.85,25.95,0,0,0,0,0,0,0,OFF,0,0,0
17310,577,GELAP,OFF,TIDAK ADA,61.25,61.66,171,70.52,-8.86,26.02,0,0,0,0,0,0,0,OFF,0,0,0
17340,578,GELAP,OFF,TIDAK ADA,61.15,61.85,174,70.55,-8.7,28.58,0,0,0,0,0,0,0,OFF,0,0,0
17370,579,GELAP,OFF,TIDAK ADA,61.15,61.89,174,70.6,-8.71,28.64,0,0,0,0,0,0,0,OFF,0,0,0
17400,580,GELAP,OFF,TIDAK ADA,61.15,61.97,174,70.48,-8.51,28.54,0,0,0,0,0,0,0,OFF,0,0,0
17430,581,GELAP,OFF,TIDAK ADA,61.15,61.81,165,70.58,-8.77,28.01,0,0,0,0,0,0,0,OFF,0,0,0
17460,582,GELAP,OFF,TIDAK ADA,61.15,61.8,190,70.56,-8.76,28.41,0,0,0,0,0,0,0,OFF,0,0,0
17490,583,GELAP,OFF,TIDAK ADA,61.15,62.2,174,70.55,-8.35,28.2,0,0,0,0,0,0,0,OFF,0,0,0
17520,584,GELAP,OFF,TIDAK ADA,61.19,62.1,174,70.56,-8.46,28.31,0,0,0,0,0,0,0,OFF,0,0,0
17550,585,GELAP,OFF,TIDAK ADA,61.15,62.08,174,70.63,-8.56,28.6,0,0,0,0,0,0,0,OFF,0,0,0
17580,586,GELAP,OFF,TIDAK ADA,61.23,62.13,174,70.51,-8.37,28.52,0,0,0,0,0,0,0,OFF,0,0,0
17610,587,GELAP,OFF,TIDAK ADA,61.15,62.05,174,70.36,-8.31,28.54,0,0,0,0,0,0,0,OFF,0,0,0
17640,588,GELAP,OFF,TIDAK ADA,61.29,62.99,165,70.69,-7.7,26.85,0,0,0,0,0,0,0,OFF,0,0,0
