frame_idx,second,lampu,status_final,operator_status,env_mean,panel_mean,panel_max,around_mean,delta,std_panel,panel_valid,panel_occluded,mesin_aktif_panel,roll_occluded,operator_near_roll,movement,movement_ema,status_raw,on_cnt,off_cnt,on_sec_count
5790,193,GELAP,OFF,TIDAK ADA,61.01,62.66,170,70.78,-8.12,28.43,0,0,0,0,0,0,0,OFF,0,0,0
5820,194,GELAP,OFF,TIDAK ADA,61.01,62.53,166,70.63,-8.09,28.02,0,0,0,0,0,0,0,OFF,0,0,0
5850,195,GELAP,OFF,TIDAK ADA,61.01,62.28,166,70.69,-8.41,28.15,0,0,0,0,0,0,0,OFF,0,0,0
5880,196,GELAP,OFF,TIDAK ADA,61.01,62.61,165,70.97,-8.36,28.08,0,0,0,0,0,0,0,OFF,0,0,0
5910,197,GELAP,OFF,TIDAK ADA,61.01,62.65,167,70.77,-8.12,28.21,0,0,0,0,0,0,0,OFF,0,0,0
5940,198,GELAP,OFF,TIDAK ADA,61.13,62.31,167,70.31,-7.99,27.08,0,0,0,0,0,0,0,OFF,0,0,0
5970,199,GELAP,OFF,TIDAK ADA,61.13,62.47,167,70.46,-7.99,27.36,0,0,0,0,0,0,0,OFF,0,0,0
6000,200,GELAP,OFF,TIDAK ADA,61.13,62.3,167,70.4,-8.1,27.26,0,0,0,0,0,0,0,OFF,0,0,0
6030,201,GELAP,OFF,TIDAK ADA,61.13,62.43,166,70.51,-8.08,26.86,0,0,0,0,0,0,0,OFF,0,0,0
6060,202,GELAP,OFF,TIDAK ADA,61.13,62.52,167,70.56,-8.05,27.13,0,0,0,0,0,0,0,OFF,0,0,0
6090,203,GELAP,OFF,TIDAK ADA,61.13,62.59,166,70.52,-7.93,26.9,0,0,0,0,0,0,0,OFF,0,0,0
6120,204,GELAP,OFF,TIDAK ADA,61.13,62.48,170,70.51,-8.03,27.1,0,0,0,0,0,0,0,OFF,0,0,0
6150,205,GELAP,OFF,TIDAK ADA,61.13,62.65,167,70.41,-7.76,27.46,0,0,0,0,0,0,0,OFF,0,0,0
6180,206,GELAP,OFF,TIDAK ADA,61.13,62.56,167,70.51,-7.95,27.11,0,0,0,0,0,0,0,OFF,0,0,0
6210,207,GELAP,OFF,TIDAK ADA,61.16,62.41,167,70.43,-8.02,27.2,0,0,0,0,0,0,0,OFF,0,0,0
6240,208,GELAP,OFF,TIDAK ADA,61.11,62.76,176,70.32,-7.56,26.96,0,0,0,0,0,0,0,OFF,0,0,0
6270,209,GELAP,OFF,TIDAK ADA,61.11,62.85,174,70.23,-7.38,26.95,0,0,0,0,0,0,0,OFF,0,0,0
6300,210,GELAP,OFF,TIDAK ADA,61.11,62.85,176,70.41,-7.57,26.89,0,0,0,0,0,0,0,OFF,0,0,0
6330,211,GELAP,OFF,TIDAK ADA,61.11,62.77,176,70.58,-7.81,26.98,0,0,0,0,0,0,0,OFF,0,0,0
6360,212,GELAP,OFF,TIDAK ADA,61.11,62.67,176,70.39,-7.72,26.88,0,0,0,0,0,0,0,OFF,0,0,0
6390,213,GELAP,OFF,TIDAK ADA,61.12,62.88,176,70.43,-7.55,26.9,0,0,0,0,0,0,0,OFF,0,0,0
6420,214,GELAP,OFF,TIDAK ADA,61.11,62.83,176,70.53,-7.7,26.92,0,0,0,0,0,0,0,OFF,0,0,0
6450,215,GELAP,OFF,TIDAK ADA,61.11,62.6,176,70.29,-7.69,26.99,0,0,0,0,0,0,0,OFF,0,0,0
6480,216,GELAP,OFF,TIDAK ADA,61.11,62.73,176,70.47,-7.73,26.75,0,0,0,0,0,0,0,OFF,0,0,0
6510,217,GELAP,OFF,TIDAK ADA,61.11,62.84,176,70.57,-7.73,26.81,0,0,0,0,0,0,0,OFF,0,0,0
6540,218,GELAP,OFF,TIDAK ADA,61.12,61.8,186,70.51,-8.71,27.6,0,0,0,0,0,0,0,OFF,0,0,0
6570,219,GELAP,OFF,TIDAK ADA,61.12,62.06,172,70.46,-8.4,27.6,0,0,0,0,0,0,0,OFF,0,0,0
6600,220,GELAP,OFF,TIDAK ADA,61.12,61.88,186,70.57,-8.69,27.7,0,0,0,0,0,0,0,OFF,0,0,0
6630,221,GELAP,OFF,TIDAK ADA,61.12,62.03,186,70.63,-8.6,27.55,0,0,0,0,0,0,0,OFF,0,0,0
6660,222,GELAP,OFF,TIDAK ADA,61.12,61.98,186,70.51,-8.52,27.35,0,0,0,0,0,0,0,OFF,0,0,0
6690,223,GELAP,OFF,TIDAK ADA,61.12,62,186,70.48,-8.48,27.61,0,0,0,0,0,0,0,OFF,0,0,0
6720,224,GELAP,OFF,TIDAK ADA,61.12,61.87,186,70.47,-8.6,27.48,0,0,0,0,0,0,0,OFF,0,0,0
6750,225,GELAP,OFF,TIDAK ADA,61.12,62.04,186,70.56,-8.52,27.58,0,0,0,0,0,0,0,OFF,0,0,0
6780,226,GELAP,OFF,TIDAK ADA,61.12,62.07,172,70.81,-8.73,27.35,0,0,0,0,0,0,0,OFF,0,0,0
6810,227,GELAP,OFF,TIDAK ADA,61.12,62.04,172,70.69,-8.65,27.58,0,0,0,0,0,0,0,OFF,0,0,0
6840,228,GELAP,OFF,TIDAK ADA,61.17,62.22,175,70.17,-7.95,27.33,0,0,0,0,0,0,0,OFF,0,0,0
6870,229,GELAP,OFF,TIDAK ADA,61.17,62.44,183,70.32,-7.88,27.56,0,0,0,0,0,0,0,OFF,0,0,0
6900,230,GELAP,OFF,TIDAK ADA,61.17,62.19,175,70.3,-8.11,27.2,0,0,0,0,0,0,0,OFF,0,0,0
6930,231,GELAP,OFF,TIDAK ADA,61.17,62.35,166,70.31,-7.96,27.03,0,0,0,0,0,0,0,OFF,0,0,0
6960,232,GELAP,OFF,TIDAK ADA,61.17,62.34,175,70.3,-7.96,27.21,0,0,0,0,0,0,0,OFF,0,0,0
6990,233,GELAP,OFF,TIDAK ADA,61.24,62.34,175,70.15,-7.81,26.96,0,0,0,0,0,0,0,OFF,0,0,0
7020,234,GELAP,OFF,TIDAK ADA,61.17,62.71,175,70.29,-7.58,26.72,0,0,0,0,0,0,0,OFF,0,0,0
7050,235,GELAP,OFF,TIDAK ADA,61.16,62.59,175,70.27,-7.69,26.78,0,0,0,0,0,0,0,OFF,0,0,0
7080,236,GELAP,OFF,TIDAK ADA,61.17,62.44,170,70.36,-7.92,26.98,0,0,0,0,0,0,0,OFF,0,0,0
7110,237,GELAP,OFF,TIDAK ADA,61.17,62.43,174,70.19,-7.76,27.26,0,0,0,0,0,0,0,OFF,0,0,0
7140,238,GELAP,OFF,TIDAK ADA,61.2,62.43,176,70.42,-7.99,27.96,0,0,0,0,0,0,0,OFF,0,0,0
7170,239,GELAP,OFF,TIDAK ADA,61.2,62.81,175,70.52,-7.71,27.79,0,0,0,0,0,0,0,OFF,0,0,0
7200,240,GELAP,OFF,TIDAK ADA,61.2,62.62,175,70.54,-7.92,27.86,0,0,0,0,0,0,0,OFF,0,0,0
7230,241,GELAP,OFF,TIDAK ADA,61.34,62.76,174,70.56,-7.8,27.92,0,0,0,0,0,0,0,OFF,0,0,0
7260,242,GELAP,OFF,TIDAK ADA,61.2,62.69,176,70.58,-7.89,27.85,0,0,0,0,0,0,0,OFF,0,0,0
7290,243,GELAP,OFF,TIDAK ADA,61.26,62.86,174,70.75,-7.9,27.75,0,0,0,0,0,0,0,OFF,0,0,0
7320,244,GELAP,OFF,TIDAK ADA,61.18,62.66,174,70.67,-8.01,27.99,0,0,0,0,0,0,0,OFF,0,0,0
7350,245,GELAP,OFF,TIDAK ADA,61.15,62.75,175,70.48,-7.73,27.96,0,0,0,0,0,0,0,OFF,0,0,0
7380,246,GELAP,OFF,TIDAK ADA,61.23,62.64,176,70.59,-7.95,27.91,0,0,0,0,0,0,0,OFF,0,0,0
7410,247,GELAP,OFF,TIDAK ADA,61.32,62.74,172,70.56,-7.82,27.77,0,0,0,0,0,0,0,OFF,0,0,0
7440,248,GELAP,OFF,TIDAK ADA,61.19,63.54,180,70.47,-6.93,27.95,0,0,0,0,0,0,0,OFF,0,0,0
7470,249,GELAP,OFF,TIDAK ADA,61.19,63.7,180,70.58,-6.88,27.95,0,0,0,0,0,0,0,OFF,0,0,0
7500,250,GELAP,OFF,TIDAK ADA,61.2,63.27,185,70.5,-7.23,27.93,0,0,0,0,0,0,0,OFF,0,0,0
7530,251,GELAP,OFF,TIDAK ADA,61.19,63.09,179,70.62,-7.53,27.83,0,0,0,0,0,0,0,OFF,0,0,0
7560,252,GELAP,OFF,TIDAK ADA,61.19,63.38,181,70.67,-7.29,27.68,0,0,0,0,0,0,0,OFF,0,0,0
7590,253,GELAP,OFF,TIDAK ADA,61.19,63.32,180,70.55,-7.23,27.71,0,0,0,0,0,0,0,OFF,0,0,0
7620,254,GELAP,OFF,TIDAK ADA,61.19,63.47,181,70.67,-7.2,27.89,0,0,0,0,0,0,0,OFF,0,0,0
7650,255,GELAP,OFF,TIDAK ADA,61.3,63.46,181,70.59,-7.13,27.37,0,0,0,0,0,0,0,OFF,0,0,0
7680,256,GELAP,OFF,TIDAK ADA,61.19,63.43,180,70.59,-7.16,27.67,0,0,0,0,0,0,0,OFF,0,0,0
7710,257,GELAP,OFF,TIDAK ADA,61.19,63.33,181,70.5,-7.17,27.63,0,0,0,0,0,0,0,OFF,0,0,0
7740,258,GELAP,OFF,TIDAK ADA,61.29,61.48,190,70.2,-8.72,27.15,0,0,0,0,0,0,0,OFF,0,0,0
7770,259,GELAP,OFF,TIDAK ADA,61.29,61.85,178,70.34,-8.48,26.81,0,0,0,0,0,0,0,OFF,0,0,0
7800,260,GELAP,OFF,TIDAK ADA,61.29,61.49,192,70.36,-8.87,27.09,0,0,0,0,0,0,0,OFF,0,0,0
7830,261,GELAP,OFF,TIDAK ADA,61.3,61.86,178,70.37,-8.51,27.19,0,0,0,0,0,0,0,OFF,0,0,0
7860,262,GELAP,OFF,TIDAK ADA,61.3,61.54,185,70.31,-8.77,27.14,0,0,0,0,0,0,0,OFF,0,0,0
7890,263,GELAP,OFF,TIDAK ADA,61.3,61.87,185,70.29,-8.42,27.38,0,0,0,0,0,0,0,OFF,0,0,0
7920,264,GELAP,OFF,TIDAK ADA,61.31,61.99,167,70.42,-8.43,26.95,0,0,0,0,0,0,0,OFF,0,0,0
7950,265,GELAP,OFF,TIDAK ADA,61.34,61.66,176,70.32,-8.65,27.73,0,0,0,0,0,0,0,OFF,0,0,0
7980,266,GELAP,OFF,TIDAK ADA,61.3,61.57,192,70.41,-8.84,27.14,0,0,0,0,0,0,0,OFF,0,0,0
8010,267,GELAP,OFF,TIDAK ADA,61.3,61.45,192,70.34,-8.88,27.12,0,0,0,0,0,0,0,OFF,0,0,0
8040,268,GELAP,OFF,TIDAK ADA,61.14,62.64,170,70.19,-7.55,27.87,0,0,0,0,0,0,0,OFF,0,0,0
8070,269,GELAP,OFF,TIDAK ADA,61.14,62.6,170,70.19,-7.59,27.9,0,0,0,0,0,0,0,OFF,0,0,0
8100,270,GELAP,OFF,TIDAK ADA,61.1,62.66,165,70.28,-7.62,27.86,0,0,0,0,0,0,0,OFF,0,0,0
8130,271,GELAP,OFF,TIDAK ADA,61.14,62.7,165,70.34,-7.65,27.57,0,0,0,0,0,0,0,OFF,0,0,0
8160,272,GELAP,OFF,TIDAK ADA,61.14,62.62,168,70.4,-7.78,27.77,0,0,0,0,0,0,0,OFF,0,0,0
8190,273,GELAP,OFF,TIDAK ADA,61.14,62.73,170,70.2,-7.47,27.7,0,0,0,0,0,0,0,OFF,0,0,0
8220,274,GELAP,OFF,TIDAK ADA,61.14,62.91,170,70.34,-7.43,27.85,0,0,0,0,0,0,0,OFF,0,0,0
8250,275,GELAP,OFF,TIDAK ADA,61.14,62.59,170,70.27,-7.68,27.76,0,0,0,0,0,0,0,OFF,0,0,0
8280,276,GELAP,OFF,TIDAK ADA,61.14,62.56,170,70.32,-7.76,27.72,0,0,0,0,0,0,0,OFF,0,0,0
8310,277,GELAP,OFF,TIDAK ADA,61.14,62.56,170,70.23,-7.67,27.88,0,0,0,0,0,0,0,OFF,0,0,0
8340,278,GELAP,OFF,TIDAK ADA,61.18,61.99,165,70.16,-8.16,27.12,0,0,0,0,0,0,0,OFF,0,0,0
8370,279,GELAP,OFF,TIDAK ADA,61.18,61.95,165,70.1,-8.15,26.99,0,0,0,0,0,0,0,OFF,0,0,0
8400,280,GELAP,OFF,TIDAK ADA,61.18,61.94,165,70.13,-8.2,27.18,0,0,0,0,0,0,0,OFF,0,0,0
8430,281,GELAP,OFF,TIDAK ADA,61.18,61.91,166,70.23,-8.32,26.59,0,0,0,0,0,0,0,OFF,0,0,0
8460,282,GELAP,OFF,TIDAK ADA,61.18,62.02,166,70.29,-8.27,26.95,0,0,0,0,0,0,0,OFF,0,0,0
8490,283,GELAP,OFF,TIDAK ADA,61.18,62.1,166,70.36,-8.26,26.96,0,0,0,0,0,0,0,OFF,0,0,0
8520,284,GELAP,OFF,TIDAK ADA,61.18,62.17,166,70.3,-8.12,26.98,0,0,0,0,0,0,0,OFF,0,0,0
8550,285,GELAP,OFF,TIDAK ADA,61.18,62.03,166,70.2,-8.17,26.91,0,0,0,0,0,0,0,OFF,0,0,0
8580,286,GELAP,OFF,TIDAK ADA,61.18,62.02,166,70.25,-8.23,26.87,0,0,0,0,0,0,0,OFF,0,0,0
8610,287,GELAP,OFF,TIDAK ADA,61.18,62.11,160,70.26,-8.15,26.45,0,0,0,0,0,0,0,OFF,0,0,0
8640,288,GELAP,OFF,TIDAK ADA,61.17,63.06,171,70.69,-7.63,26.72,0,0,0,0,0,0,0,OFF,0,0,0
8670,289,GELAP,OFF,TIDAK ADA,61.2,62.76,171,70.53,-7.77,26.83,0,0,0,0,0,0,0,OFF,0,0,0
8700,290,GELAP,OFF,TIDAK ADA,61.14,63.06,172,70.73,-7.66,26.67,0,0,0,0,0,0,0,OFF,0,0,0
8730,291,GELAP,OFF,TIDAK ADA,61.16,63.11,171,70.62,-7.51,26.63,0,0,0,0,0,0,0,OFF,0,0,0
8760,292,GELAP,OFF,TIDAK ADA,61.17,63.07,172,70.63,-7.56,26.86,0,0,0,0,0,0,0,OFF,0,0,0
8790,293,GELAP,OFF,TIDAK ADA,61.17,63.07,172,70.62,-7.54,26.79,0,0,0,0,0,0,0,OFF,0,0,0
8820,294,GELAP,OFF,TIDAK ADA,61.17,62.89,170,70.76,-7.86,26.27,0,0,0,0,0,0,0,OFF,0,0,0
8850,295,GELAP,OFF,TIDAK ADA,61.17,63.11,172,70.9,-7.79,26.57,0,0,0,0,0,0,0,OFF,0,0,0
8880,296,GELAP,OFF,TIDAK ADA,61.16,63.05,172,70.64,-7.59,26.73,0,0,0,0,0,0,0,OFF,0,0,0
8910,297,GELAP,OFF,TIDAK ADA,61.13,62.95,172,70.6,-7.64,27.09,0,0,0,0,0,0,0,OFF,0,0,0
8940,298,GELAP,OFF,TIDAK ADA,61.18,62.44,164,70.58,-8.14,26.62,0,0,0,0,0,0,0,OFF,0,0,0
8970,299,GELAP,OFF,TIDAK ADA,61.18,62.65,164,70.7,-8.06,26.61,0,0,0,0,0,0,0,OFF,0,0,0
9000,300,GELAP,OFF,TIDAK ADA,61.15,62.84,161,70.51,-7.67,26.48,0,0,0,0,0,0,0,OFF,0,0,0
9030,301,GELAP,OFF,TIDAK ADA,61.18,62.65,163,70.47,-7.82,26.27,0,0,0,0,0,0,0,OFF,0,0,0
9060,302,GELAP,OFF,TIDAK ADA,61.17,62.81,161,70.6,-7.79,26.33,0,0,0,0,0,0,0,OFF,0,0,0
9090,303,GELAP,OFF,TIDAK ADA,61.17,62.53,164,70.64,-8.11,26.78,0,0,0,0,0,0,0,OFF,0,0,0
9120,304,GELAP,OFF,TIDAK ADA,61.17,62.4,164,70.59,-8.18,26.5,0,0,0,0,0,0,0,OFF,0,0,0
9150,305,GELAP,OFF,TIDAK ADA,61.17,62.77,164,70.63,-7.86,26.55,0,0,0,0,0,0,0,OFF,0,0,0
9180,306,GELAP,OFF,TIDAK ADA,61.17,62.76,163,70.74,-7.98,26.65,0,0,0,0,0,0,0,OFF,0,0,0
9210,307,GELAP,OFF,TIDAK ADA,61.17,62.39,161,70.62,-8.23,26.36,0,0,0,0,0,0,0,OFF,0,0,0
9240,308,GELAP,OFF,TIDAK ADA,61.14,61.95,179,70.13,-8.18,27.76,0,0,0,0,0,0,0,OFF,0,0,0
9270,309,GELAP,OFF,TIDAK ADA,61.14,61.97,190,70.23,-8.26,27.88,0,0,0,0,0,0,0,OFF,0,0,0
9300,310,GELAP,OFF,TIDAK ADA,61.14,61.92,178,70.12,-8.2,27.42,0,0,0,0,0,0,0,OFF,0,0,0
9330,311,GELAP,OFF,TIDAK ADA,61.14,62.17,179,70.24,-8.07,27.75,0,0,0,0,0,0,0,OFF,0,0,0
9360,312,GELAP,OFF,TIDAK ADA,61.18,62.19,180,70.23,-8.04,27.64,0,0,0,0,0,0,0,OFF,0,0,0
9390,313,GELAP,OFF,TIDAK ADA,61.14,61.95,179,70.25,-8.3,27.39,0,0,0,0,0,0,0,OFF,0,0,0
9420,314,GELAP,OFF,TIDAK ADA,61.14,62.52,170,70.3,-7.78,27.44,0,0,0,0,0,0,0,OFF,0,0,0
9450,315,GELAP,OFF,TIDAK ADA,61.14,62.69,176,70.31,-7.63,27.71,0,0,0,0,0,0,0,OFF,0,0,0
9480,316,GELAP,OFF,TIDAK ADA,61.14,62.17,164,70.34,-8.17,27.53,0,0,0,0,0,0,0,OFF,0,0,0
9510,317,GELAP,OFF,TIDAK ADA,61.14,62.26,180,70.32,-8.06,27.8,0,0,0,0,0,0,0,OFF,0,0,0
9540,318,GELAP,OFF,TIDAK ADA,61.03,62.71,164,70.4,-7.69,26.72,0,0,0,0,0,0,0,OFF,0,0,0
9570,319,GELAP,OFF,TIDAK ADA,61.08,62.85,165,70.47,-7.62,26.92,0,0,0,0,0,0,0,OFF,0,0,0
9600,320,GELAP,OFF,TIDAK ADA,61.03,62.82,165,70.42,-7.59,26.92,0,0,0,0,0,0,0,OFF,0,0,0
9630,321,GELAP,OFF,TIDAK ADA,61.12,62.74,165,70.68,-7.94,26.68,0,0,0,0,0,0,0,OFF,0,0,0
9660,322,GELAP,OFF,TIDAK ADA,61.1,62.88,165,70.54,-7.66,26.34,0,0,0,0,0,0,0,OFF,0,0,0
9690,323,GELAP,OFF,TIDAK ADA,61.01,62.78,165,70.39,-7.61,26.57,0,0,0,0,0,0,0,OFF,0,0,0
9720,324,GELAP,OFF,TIDAK ADA,61.08,62.78,165,70.62,-7.84,26.77,0,0,0,0,0,0,0,OFF,0,0,0
9750,325,GELAP,OFF,TIDAK ADA,61.03,63.12,164,70.63,-7.51,27.11,0,0,0,0,0,0,0,OFF,0,0,0
9780,326,GELAP,OFF,TIDAK ADA,61.09,62.31,165,70.61,-8.3,26.89,0,0,0,0,0,0,0,OFF,0,0,0
9810,327,GELAP,OFF,TIDAK ADA,61.09,62.75,165,70.45,-7.7,26.76,0,0,0,0,0,0,0,OFF,0,0,0
9840,328,GELAP,OFF,TIDAK ADA,61.14,62.43,164,70.76,-8.33,27.82,0,0,0,0,0,0,0,OFF,0,0,0
9870,329,GELAP,OFF,TIDAK ADA,61.14,62.59,164,70.77,-8.18,27.94,0,0,0,0,0,0,0,OFF,0,0,0
9900,330,GELAP,OFF,TIDAK ADA,61.14,62.53,164,70.66,-8.13,27.7,0,0,0,0,0,0,0,OFF,0,0,0
9930,331,GELAP,OFF,TIDAK ADA,61.17,62.71,164,70.67,-7.97,28.18,0,0,0,0,0,0,0,OFF,0,0,0
9960,332,GELAP,OFF,TIDAK ADA,61.17,62.56,164,70.63,-8.07,27.6,0,0,0,0,0,0,0,OFF,0,0,0
9990,333,GELAP,OFF,TIDAK ADA,61.14,62.81,164,70.78,-7.97,27.94,0,0,0,0,0,0,0,OFF,0,0,0
10020,334,GELAP,OFF,TIDAK ADA,61.14,62.73,164,70.84,-8.11,27.97,0,0,0,0,0,0,0,OFF,0,0,0
10050,335,GELAP,OFF,TIDAK ADA,61.17,62.49,164,70.74,-8.25,28.07,0,0,0,0,0,0,0,OFF,0,0,0
10080,336,GELAP,OFF,TIDAK ADA,61.08,62.71,164,71,-8.28,27.91,0,0,0,0,0,0,0,OFF,0,0,0
10110,337,GELAP,OFF,TIDAK ADA,61.14,62.46,164,70.77,-8.32,27.99,0,0,0,0,0,0,0,OFF,0,0,0
10140,338,GELAP,OFF,TIDAK ADA,61.16,62.66,165,70.4,-7.74,27.14,0,0,0,0,0,0,0,OFF,0,0,0
10170,339,GELAP,OFF,TIDAK ADA,61.16,62.59,164,70.42,-7.83,27.06,0,0,0,0,0,0,0,OFF,0,0,0
10200,340,GELAP,OFF,TIDAK ADA,61.16,63,170,70.66,-7.66,26.96,0,0,0,0,0,0,0,OFF,0,0,0
10230,341,GELAP,OFF,TIDAK ADA,61.1,62.74,170,70.54,-7.79,27.35,0,0,0,0,0,0,0,OFF,0,0,0
10260,342,GELAP,OFF,TIDAK ADA,61.16,62.54,164,70.48,-7.94,26.83,0,0,0,0,0,0,0,OFF,0,0,0
10290,343,GELAP,OFF,TIDAK ADA,61.16,63.09,164,70.73,-7.64,26.87,0,0,0,0,0,0,0,OFF,0,0,0
10320,344,GELAP,OFF,TIDAK ADA,61.16,62.85,168,70.58,-7.73,27.27,0,0,0,0,0,0,0,OFF,0,0,0
10350,345,GELAP,OFF,TIDAK ADA,61.16,62.73,168,70.34,-7.62,27.29,0,0,0,0,0,0,0,OFF,0,0,0
10380,346,GELAP,OFF,TIDAK ADA,61.2,62.99,164,70.59,-7.6,27.6,0,0,0,0,0,0,0,OFF,0,0,0
10410,347,GELAP,OFF,TIDAK ADA,61.16,62.84,170,70.5,-7.66,27.23,0,0,0,0,0,0,0,OFF,0,0,0
10440,348,GELAP,OFF,TIDAK ADA,61.12,62.93,195,70.58,-7.65,28.26,0,0,0,0,0,0,0,OFF,0,0,0
10470,349,GELAP,OFF,TIDAK ADA,61.09,62.7,196,70.74,-8.04,27.63,0,0,0,0,0,0,0,OFF,0,0,0
10500,350,GELAP,OFF,TIDAK ADA,61.12,62.88,196,70.74,-7.86,28.02,0,0,0,0,0,0,0,OFF,0,0,0
10530,351,GELAP,OFF,TIDAK ADA,61.23,62.82,196,70.54,-7.72,28,0,0,0,0,0,0,0,OFF,0,0,0
10560,352,GELAP,OFF,TIDAK ADA,61.12,62.74,196,70.58,-7.84,28.14,0,0,0,0,0,0,0,OFF,0,0,0
10590,353,GELAP,OFF,TIDAK ADA,61.12,62.51,195,70.36,-7.85,27.95,0,0,0,0,0,0,0,OFF,0,0,0
10620,354,GELAP,OFF,TIDAK ADA,61.12,62.91,180,70.52,-7.6,27.78,0,0,0,0,0,0,0,OFF,0,0,0
10650,355,GELAP,OFF,TIDAK ADA,61.19,62.8,195,70.51,-7.72,27.8,0,0,0,0,0,0,0,OFF,0,0,0
10680,356,GELAP,OFF,TIDAK ADA,61.12,62.76,195,70.53,-7.77,27.85,0,0,0,0,0,0,0,OFF,0,0,0
10710,357,GELAP,OFF,TIDAK ADA,61.12,62.86,195,70.51,-7.65,28.1,0,0,0,0,0,0,0,OFF,0,0,0
10740,358,GELAP,OFF,TIDAK ADA,61.17,62.28,178,70.38,-8.09,27.75,0,0,0,0,0,0,0,OFF,0,0,0
10770,359,GELAP,OFF,TIDAK ADA,61.19,62.46,176,70.59,-8.12,27.57,0,0,0,0,0,0,0,OFF,0,0,0
10800,360,GELAP,OFF,TIDAK ADA,61.17,62.57,178,70.53,-7.96,27.73,0,0,0,0,0,0,0,OFF,0,0,0
10830,361,GELAP,OFF,TIDAK ADA,61.17,62.52,178,70.58,-8.06,27.78,0,0,0,0,0,0,0,OFF,0,0,0
10860,362,GELAP,OFF,TIDAK ADA,61.17,62.46,178,70.56,-8.1,27.6,0,0,0,0,0,0,0,OFF,0,0,0
10890,363,GELAP,OFF,TIDAK ADA,61.17,62.43,178,70.59,-8.16,27.67,0,0,0,0,0,0,0,OFF,0,0,0
10920,364,GELAP,OFF,TIDAK ADA,61.16,62.8,178,70.62,-7.82,27.56,0,0,0,0,0,0,0,OFF,0,0,0
10950,365,GELAP,OFF,TIDAK ADA,61.16,62.69,176,70.56,-7.87,27.46,0,0,0,0,0,0,0,OFF,0,0,0
10980,366,GELAP,OFF,TIDAK ADA,61.19,62.47,178,70.61,-8.15,27.76,0,0,0,0,0,0,0,OFF,0,0,0
11010,367,GELAP,OFF,TIDAK ADA,61.16,62.64,178,70.74,-8.1,27.51,0,0,0,0,0,0,0,OFF,0,0,0
11040,368,GELAP,OFF,TIDAK ADA,61.15,62.93,180,70.51,-7.59,27.97,0,0,0,0,0,0,0,OFF,0,0,0
11070,369,GELAP,OFF,TIDAK ADA,61.15,63.18,174,70.74,-7.57,27.9,0,0,0,0,0,0,0,OFF,0,0,0
11100,370,GELAP,OFF,TIDAK ADA,61.18,63.06,180,70.43,-7.37,27.65,0,0,0,0,0,0,0,OFF,0,0,0
11130,371,GELAP,OFF,TIDAK ADA,61.15,62.94,180,70.46,-7.52,27.8,0,0,0,0,0,0,0,OFF,0,0,0
11160,372,GELAP,OFF,TIDAK ADA,61.37,63.17,180,70.35,-7.18,27.52,0,0,0,0,0,0,0,OFF,0,0,0
11190,373,GELAP,OFF,TIDAK ADA,61.15,62.91,171,70.52,-7.61,27.42,0,0,0,0,0,0,0,OFF,0,0,0
11220,374,GELAP,OFF,TIDAK ADA,61.19,63.36,181,70.64,-7.28,27.48,0,0,0,0,0,0,0,OFF,0,0,0
11250,375,GELAP,OFF,TIDAK ADA,61.15,62.78,181,70.36,-7.58,27.93,0,0,0,0,0,0,0,OFF,0,0,0
11280,376,GELAP,OFF,TIDAK ADA,61.15,62.99,181,70.3,-7.31,27.83,0,0,0,0,0,0,0,OFF,0,0,0
11310,377,GELAP,OFF,TIDAK ADA,61.15,62.85,181,70.49,-7.63,27.69,0,0,0,0,0,0,0,OFF,0,0,0
11340,378,GELAP,OFF,TIDAK ADA,61.18,63.12,203,70.84,-7.72,28.09,0,0,0,0,0,0,0,OFF,0,0,0
11370,379,GELAP,OFF,TIDAK ADA,61.18,62.88,172,70.63,-7.75,27.67,0,0,0,0,0,0,0,OFF,0,0,0
11400,380,GELAP,OFF,TIDAK ADA,61.18,63.08,182,70.84,-7.76,27.82,0,0,0,0,0,0,0,OFF,0,0,0
11430,381,GELAP,OFF,TIDAK ADA,61.18,63.04,182,70.76,-7.72,27.99,0,0,0,0,0,0,0,OFF,0,0,0
11460,382,GELAP,OFF,TIDAK ADA,61.18,62.93,172,70.78,-7.85,27.68,0,0,0,0,0,0,0,OFF,0,0,0
11490,383,GELAP,OFF,TIDAK ADA,61.2,63.12,182,70.79,-7.67,27.51,0,0,0,0,0,0,0,OFF,0,0,0
11520,384,GELAP,OFF,TIDAK ADA,61.13,63.68,185,70.97,-7.29,27.87,0,0,0,0,0,0,0,OFF,0,0,0
11550,385,GELAP,OFF,TIDAK ADA,61.18,63.05,182,70.95,-7.9,28.02,0,0,0,0,0,0,0,OFF,0,0,0
11580,386,GELAP,OFF,TIDAK ADA,61.18,63.34,171,70.87,-7.53,27.68,0,0,0,0,0,0,0,OFF,0,0,0
11610,387,GELAP,OFF,TIDAK ADA,61.16,63.6,182,70.94,-7.34,27.73,0,0,0,0,0,0,0,OFF,0,0,0
11640,388,GELAP,OFF,TIDAK ADA,61.2,62.95,182,70.06,-7.11,28.12,0,0,0,0,0,0,0,OFF,0,0,0
11670,389,GELAP,OFF,TIDAK ADA,61.21,63,183,70.16,-7.16,28.3,0,0,0,0,0,0,0,OFF,0,0,0
11700,390,GELAP,OFF,TIDAK ADA,61.21,63.13,183,70.34,-7.2,28.41,0,0,0,0,0,0,0,OFF,0,0,0
